user_name,rating,date,review_text,likes,app_version,sentiment,sentiment_encoded,review_clean,review_tokens
Pengguna Google,1,2024-01-21 14:55:20,Masukin nik cuma bisa 15 angka saja,0,1.2.5,Negatif,0,masukin nik cuma angka saja,"['masukin', 'nik', 'cuma', 'angka', 'saja']"
Pengguna Google,1,2025-03-24 00:10:47,gajelas,0,2.0.3,Negatif,0,gajelas,['gajelas']
Pengguna Google,1,2026-01-01 10:37:34,aplikasi banyak erornya niat ga si kerja,0,2.0.6,Negatif,0,aplikasi banyak eror niat tidak si kerja,"['aplikasi', 'banyak', 'eror', 'niat', 'tidak', 'si', 'kerja']"
林 benny wijaya,1,2022-03-09 10:18:41,Website error untuk koneksi lambat,0,1.1.0,Negatif,0,website error koneksi lambat,"['website', 'error', 'koneksi', 'lambat']"
Pengguna Google,1,2023-05-26 14:09:38,"Sekelas kementerian aplikasi sama situs nya payah mau daftar bayar pajak buat negara aja susah nya minta ampun, padahal anggaran buat beginian gede, kalah sama situs judi bikin akun nya detikan jadi",0,1.2.3,Negatif,0,kelas menteri aplikasi sama situs payah mau daftar bayar pajak negara saja susah minta ampun padahal anggar begini gede kalah sama situs judi bikin akun detik jadi,"['kelas', 'menteri', 'aplikasi', 'sama', 'situs', 'payah', 'mau', 'daftar', 'bayar', 'pajak', 'negara', 'saja', 'susah', 'minta', 'ampun', 'padahal', 'anggar', 'begini', 'gede', 'kalah', 'sama', 'situs', 'judi', 'bikin', 'akun', 'detik', 'jadi']"
Pengguna Google,1,2024-09-02 17:58:56,Knpa daftar NPWP online susah,0,unknown,Negatif,0,kenapa daftar npwp online susah,"['kenapa', 'daftar', 'npwp', 'online', 'susah']"
Pengguna Google,1,2023-12-01 23:25:25,Minta efin gagal terus apk payah,0,1.2.4,Negatif,0,minta efin gagal terus aplikasi payah,"['minta', 'efin', 'gagal', 'terus', 'aplikasi', 'payah']"
Pengguna Google,1,2024-03-30 09:20:18,"Ini aplikasi punya pemerintah untuk masyarakat lho..tapi kok sekali dibuka malah keluar lagi. Aplikasi kok ecek ecek gini, parah sumpah",0,1.4.0,Negatif,0,aplikasi punya perintah masyarakat lho tapi kok sekali buka malah keluar lagi aplikasi kok ecek ecek begini parah sumpah,"['aplikasi', 'punya', 'perintah', 'masyarakat', 'lho', 'tapi', 'kok', 'sekali', 'buka', 'malah', 'keluar', 'lagi', 'aplikasi', 'kok', 'ecek', 'ecek', 'begini', 'parah', 'sumpah']"
Pengguna Google,1,2025-10-22 18:55:33,gabisa di akses kocak banget nih aplikasi. 🤣🤣😆,0,unknown,Negatif,0,tidak akses kocak sangat aplikasi,"['tidak', 'akses', 'kocak', 'sangat', 'aplikasi']"
Pengguna Google,1,2025-12-30 21:44:52,di suruh wajib pajak begitu mau bayar gagal apaa ini aplikasi gk jelas,0,2.0.6,Negatif,0,suruh wajib pajak begitu mau bayar gagal apaa aplikasi tidak jelas,"['suruh', 'wajib', 'pajak', 'begitu', 'mau', 'bayar', 'gagal', 'apaa', 'aplikasi', 'tidak', 'jelas']"
Angga Fit,1,2022-01-06 13:11:43,Kode verivikasi yang dikirimkan ke email tak kunjung masuk! SUDAH CEK SEMUA FOLDER tetap tidak ada! Auto ga bisa login!,2,1.1.0,Negatif,0,kode verivikasi kirim email tak kunjung masuk cek semua folder tetap tidak auto tidak login,"['kode', 'verivikasi', 'kirim', 'email', 'tak', 'kunjung', 'masuk', 'cek', 'semua', 'folder', 'tetap', 'tidak', 'auto', 'tidak', 'login']"
Pengguna Google,1,2026-03-24 20:52:36,"aplikasi ga jelas buat login aja susah nya setengah modyarrr, giliran bisa login di dalemnya lemottttt",1,3.0.6,Negatif,0,aplikasi tidak jelas login saja susah tengah modyarrr gilir login dalem lemottttt,"['aplikasi', 'tidak', 'jelas', 'login', 'saja', 'susah', 'tengah', 'modyarrr', 'gilir', 'login', 'dalem', 'lemottttt']"
Pengguna Google,1,2026-01-26 23:27:24,engga ada menu untuk daftar,0,unknown,Negatif,0,tidak menu daftar,"['tidak', 'menu', 'daftar']"
Pengguna Google,1,2025-12-22 07:13:56,aplikasi sampah,0,2.0.6,Negatif,0,aplikasi sampah,"['aplikasi', 'sampah']"
Pengguna Google,1,2023-05-31 10:35:23,Sistemnya sangat buruk,0,1.1.0,Negatif,0,sistem sangat buruk,"['sistem', 'sangat', 'buruk']"
Pengguna Google,1,2024-03-20 02:52:56,Ampas banget sistemnya,0,unknown,Negatif,0,ampas sangat sistem,"['ampas', 'sangat', 'sistem']"
acep Lukman,1,2023-03-09 22:57:01,Aplikasi berat.. aneh log out terus. Ayo dong perbaiki sistemnya.,0,unknown,Negatif,0,aplikasi berat aneh log out terus ayo baik sistem,"['aplikasi', 'berat', 'aneh', 'log', 'out', 'terus', 'ayo', 'baik', 'sistem']"
Pengguna Google,1,2023-06-15 08:58:17,"Pusing banget ingin bikin NPWP juga,",0,unknown,Negatif,0,pusing sangat ingin bikin npwp,"['pusing', 'sangat', 'ingin', 'bikin', 'npwp']"
Toni Lestari Putra,1,2023-03-30 13:46:58,"Boros amat ya, kebanyakan bikin sistem. Ada web efaktur, djp online, ini, web enofa, dll. Terus juga semuanya sering error. Apps ini juga. Tidak efektif dan efisien sekali. Uang rakyat tuh.",1,1.1.0,Negatif,0,boros amat banyak bikin sistem web efaktur djp online web enofa dll terus semua sering error apps tidak efektif efisien sekali uang rakyat tuh,"['boros', 'amat', 'banyak', 'bikin', 'sistem', 'web', 'efaktur', 'djp', 'online', 'web', 'enofa', 'dll', 'terus', 'semua', 'sering', 'error', 'apps', 'tidak', 'efektif', 'efisien', 'sekali', 'uang', 'rakyat', 'tuh']"
Pengguna Google,1,2026-03-18 07:50:39,"Dikembangkan lagi aplikasinya, ganti nomor hp dan wa harusnya ngga perlu login coretax... bgmn mau login klo no hp sdh tdk aktif dan email lupa password...",0,unknown,Negatif,0,kembang lagi aplikasi ganti nomor handphone wa harus tidak perlu login coretax bgmn mau login klo nomor handphone tidak aktif email lupa password,"['kembang', 'lagi', 'aplikasi', 'ganti', 'nomor', 'handphone', 'wa', 'harus', 'tidak', 'perlu', 'login', 'coretax', 'bgmn', 'mau', 'login', 'klo', 'nomor', 'handphone', 'tidak', 'aktif', 'email', 'lupa', 'password']"
Pengguna Google,1,2026-03-06 10:35:51,jelek bangat gak bisa membantu ujung ujungnya ke kantor pajak,1,3.0.6,Negatif,0,jelek bangat tidak bantu ujung ujung kantor pajak,"['jelek', 'bangat', 'tidak', 'bantu', 'ujung', 'ujung', 'kantor', 'pajak']"
Pengguna Google,2,2022-11-28 09:10:45,Sebenarnya sangat memudahkan tapi perlu diperhatikan hal2 berikut: 1. Mengapa tdk langsung sinkron antara aplikasi dengan versi web? 2. Mengapa kita buat billing tdk dapat dilihat kembali histori nya maupun cetak ulang?,11,1.1.0,Negatif,0,benar sangat mudah tapi perlu perhati hal ikut mengapa tidak langsung sinkron antara aplikasi versi web mengapa billing tidak dapat lihat kembali histori maupun cetak ulang,"['benar', 'sangat', 'mudah', 'tapi', 'perlu', 'perhati', 'hal', 'ikut', 'mengapa', 'tidak', 'langsung', 'sinkron', 'antara', 'aplikasi', 'versi', 'web', 'mengapa', 'billing', 'tidak', 'dapat', 'lihat', 'kembali', 'histori', 'maupun', 'cetak', 'ulang']"
Pengguna Google,1,2025-03-17 21:17:34,mengecewakan,0,1.4.0,Negatif,0,kecewa,['kecewa']
Pengguna Google,2,2024-03-27 10:01:28,"SAYA HERAN DENGAN APLIKASI PEMERINTAH INI? SUDAH DINAIKKAN PAJAK, TAPI KUALITAS APLIKASI KAYAK APLIKASI SCAM. KALAU MAU REKRUT ORANG IT, YANG BENAR LAH, BUKAN ASAL BISA JAWAB PSIKOTES DOANG. APLIKASI INI CUMA BUAT FORMALITAS SAJA ATAU MAU MEMPERMUDAH LAYANAN? TOLONG DIRUBAH LAH CARA KERJANYA",0,1.4.0,Negatif,0,heran aplikasi perintah naik pajak tapi kualitas aplikasi kayak aplikasi scam mau rekrut orang it benar bukan asal jawab psikotes saja aplikasi cuma formalitas saja mau mudah layan tolong rubah cara kerja,"['heran', 'aplikasi', 'perintah', 'naik', 'pajak', 'tapi', 'kualitas', 'aplikasi', 'kayak', 'aplikasi', 'scam', 'mau', 'rekrut', 'orang', 'it', 'benar', 'bukan', 'asal', 'jawab', 'psikotes', 'saja', 'aplikasi', 'cuma', 'formalitas', 'saja', 'mau', 'mudah', 'layan', 'tolong', 'rubah', 'cara', 'kerja']"
Pengguna Google,1,2026-04-24 20:49:19,Email aktivasi sama nomer telfon dipermudah jangan dipersulit,0,3.0.9,Negatif,0,email aktivasi sama nomer telfon mudah jangan sulit,"['email', 'aktivasi', 'sama', 'nomer', 'telfon', 'mudah', 'jangan', 'sulit']"
Pengguna Google,1,2025-02-13 15:20:36,"Ini apaan minta efin kok gangguan mulu mau bayar pajak gini amat, live chat gak ada fungsi dari pagi sampe sore gk bsa terbuka... Sy yg mau bayar di persulit pula gokil. Kurang dana kah??? Sampe perbaikan aplikasi dan layanan gk bisa",12,2.0.3,Negatif,0,apa minta efin kok ganggu mulu mau bayar pajak begini amat live chat tidak fungsi pagi sampe sore tidak buka sy mau bayar sulit pula gokil kurang dana kah sampe baik aplikasi layan tidak,"['apa', 'minta', 'efin', 'kok', 'ganggu', 'mulu', 'mau', 'bayar', 'pajak', 'begini', 'amat', 'live', 'chat', 'tidak', 'fungsi', 'pagi', 'sampe', 'sore', 'tidak', 'buka', 'sy', 'mau', 'bayar', 'sulit', 'pula', 'gokil', 'kurang', 'dana', 'kah', 'sampe', 'baik', 'aplikasi', 'layan', 'tidak']"
Pengguna Google,1,2022-03-18 19:13:35,"Kaga bagus,..bikin puyeng pala",0,1.1.0,Negatif,0,tidak bagus bikin puyeng pala,"['tidak', 'bagus', 'bikin', 'puyeng', 'pala']"
Pengguna Google,1,2023-01-21 11:59:11,"Piye pak piye pak piyeeeeeeee web e angel di akses,aplikasi ne yow angel...... Angeeeeel..... Angeeeeeeeel.....wes.... 🤣🤣🤣",0,unknown,Negatif,0,piye pak piye pak piyeeeeeeee web angel akses aplikasi ne yow angel angeeeeel angeeeeeeeel wes,"['piye', 'pak', 'piye', 'pak', 'piyeeeeeeee', 'web', 'angel', 'akses', 'aplikasi', 'ne', 'yow', 'angel', 'angeeeeel', 'angeeeeeeeel', 'wes']"
Pengguna Google,1,2025-03-19 21:19:58,tidak berguna,0,unknown,Negatif,0,tidak guna,"['tidak', 'guna']"
Pengguna Google,1,2025-01-30 13:56:03,Aplikasi gak guna!,0,2.0.3,Negatif,0,aplikasi tidak guna,"['aplikasi', 'tidak', 'guna']"
Pengguna Google,1,2025-08-27 09:24:32,stop bayar pajak,0,2.0.2,Negatif,0,stop bayar pajak,"['stop', 'bayar', 'pajak']"
Pengguna Google,2,2023-01-09 09:43:46,warga mau bikin npwp aja susahnya minta ampun,0,1.1.0,Negatif,0,warga mau bikin npwp saja susah minta ampun,"['warga', 'mau', 'bikin', 'npwp', 'saja', 'susah', 'minta', 'ampun']"
Pengguna Google,1,2021-11-22 08:24:29,"Coba dimudahkan utk mendapatkn e-fin, jd gk mesti harus ke kpp lg,, klw dimudahkan, dijamin dah kita"" nhi rajin byr pajak",1,1.0,Negatif,0,coba mudah mendapatkn fin jadi tidak mesti harus kpp lagi klw mudah jamin dah nhi rajin byr pajak,"['coba', 'mudah', 'mendapatkn', 'fin', 'jadi', 'tidak', 'mesti', 'harus', 'kpp', 'lagi', 'klw', 'mudah', 'jamin', 'dah', 'nhi', 'rajin', 'byr', 'pajak']"
Pengguna Google,1,2026-03-16 14:20:49,sangat mempersulit lapor pajak,0,3.0.6,Negatif,0,sangat sulit lapor pajak,"['sangat', 'sulit', 'lapor', 'pajak']"
Hanna Choi,1,2025-10-17 18:01:48,"ga guna, sampah",0,2.0.6,Negatif,0,tidak guna sampah,"['tidak', 'guna', 'sampah']"
Pengguna Google,1,2023-12-09 11:52:47,"Login di persulit,, sandi di masukan sudah benar,, tapi tetap salah dari sistem,, sangat mengecewakan",4,1.2.4,Negatif,0,login sulit sandi masuk benar tapi tetap salah sistem sangat kecewa,"['login', 'sulit', 'sandi', 'masuk', 'benar', 'tapi', 'tetap', 'salah', 'sistem', 'sangat', 'kecewa']"
Rendi Ali Zarman,1,2022-01-20 16:11:14,"Ga bisa login,kode ga masuk ke email",0,1.1.0,Negatif,0,tidak login kode tidak masuk email,"['tidak', 'login', 'kode', 'tidak', 'masuk', 'email']"
Pengguna Google,1,2023-12-14 10:57:46,"aplikasi ngaco, mohon diperbaiki jangan hanya minta uangnya saja",0,1.2.4,Negatif,0,aplikasi ngaco mohon baik jangan hanya minta uang saja,"['aplikasi', 'ngaco', 'mohon', 'baik', 'jangan', 'hanya', 'minta', 'uang', 'saja']"
Satria 77,1,2025-03-07 11:04:57,"Sekelas pemerintahan kok aplikasi ky gini, cari konsultan yg mumpuni lah ,,masa cm kaya gini tok, ga guna",0,2.0.3,Negatif,0,kelas perintah kok aplikasi ky begini cari konsultan mumpuni masa cm kaya begini tok tidak guna,"['kelas', 'perintah', 'kok', 'aplikasi', 'ky', 'begini', 'cari', 'konsultan', 'mumpuni', 'masa', 'cm', 'kaya', 'begini', 'tok', 'tidak', 'guna']"
Pengguna Google,1,2024-06-21 10:31:00,gak bisa buat kode ebiling,0,1.4.0,Negatif,0,tidak kode ebiling,"['tidak', 'kode', 'ebiling']"
Pengguna Google,1,2025-03-04 10:19:38,"Macam babi emang. Mau buat NPWP online verifikasi nomor sama email sampai refresh 10mnt 3x tp gak masuk"" kode verifnya.. trus buat apa semua disarankan online tp apa"" gak memadai begini?",0,2.0.3,Negatif,0,macam babi emang mau npwp online verifikasi nomor sama email sampai refresh mnt tapi tidak masuk kode verifnya terus apa semua saran online tapi apa tidak pada begini,"['macam', 'babi', 'emang', 'mau', 'npwp', 'online', 'verifikasi', 'nomor', 'sama', 'email', 'sampai', 'refresh', 'mnt', 'tapi', 'tidak', 'masuk', 'kode', 'verifnya', 'terus', 'apa', 'semua', 'saran', 'online', 'tapi', 'apa', 'tidak', 'pada', 'begini']"
Pio biru,1,2024-03-14 10:24:13,Tidak bisa login setelah update versi terbaru,0,1.4.0,Negatif,0,tidak login telah update versi baru,"['tidak', 'login', 'telah', 'update', 'versi', 'baru']"
Pengguna Google,1,2024-11-28 19:22:04,Tolong perbaiki. Masa baru download suruh update muter terus.. malah buat lama kerjaan,0,1.4.0,Negatif,0,tolong baik masa baru download suruh update muter terus malah lama kerja,"['tolong', 'baik', 'masa', 'baru', 'download', 'suruh', 'update', 'muter', 'terus', 'malah', 'lama', 'kerja']"
Adi Dhaniswara,2,2023-10-31 21:21:40,"Ngga bisa login pakai APP, bisa login pakai Website.. typical produk pemerintah",0,unknown,Negatif,0,tidak login pakai aplikasi login pakai website typical produk perintah,"['tidak', 'login', 'pakai', 'aplikasi', 'login', 'pakai', 'website', 'typical', 'produk', 'perintah']"
Pengguna Google,1,2026-04-02 08:45:24,diperbaikin dong pelayanannya,0,3.0.6,Negatif,0,diperbaikin layan,"['diperbaikin', 'layan']"
Muh Aziz,1,2025-02-19 15:22:23,"Aplikasi aneh, email gua belakangnya ""ro"" kok ini aplikasi kirim kode ke email yang belakangnya ""L"". Gw cari2 di email terbaru/spam ngga ada padahal gw login via pc bisa.",0,2.0.3,Negatif,0,aplikasi aneh email gua belakang ro kok aplikasi kirim kode email belakang gw cari email baru spam tidak padahal gw login via pc,"['aplikasi', 'aneh', 'email', 'gua', 'belakang', 'ro', 'kok', 'aplikasi', 'kirim', 'kode', 'email', 'belakang', 'gw', 'cari', 'email', 'baru', 'spam', 'tidak', 'padahal', 'gw', 'login', 'via', 'pc']"
Pengguna Google,1,2023-06-07 08:23:47,"Mau daftar npwp sulit, web dan aplikasi sama sama gak jelas, ""data gagal di simpan, eror constrait database, silakan hubungin adminisiator.... Tidak ada penjelasan kesalah dimana. Hubungin CS isi bot gak dan berbayar pulsa tidak menyelesaikan masalah.",14,1.2.3,Negatif,0,mau daftar npwp sulit web aplikasi sama sama tidak jelas data gagal simpan eror constrait database sila hubungin adminisiator tidak jelas salah mana hubungin cs isi bot tidak bayar pulsa tidak selesai masalah,"['mau', 'daftar', 'npwp', 'sulit', 'web', 'aplikasi', 'sama', 'sama', 'tidak', 'jelas', 'data', 'gagal', 'simpan', 'eror', 'constrait', 'database', 'sila', 'hubungin', 'adminisiator', 'tidak', 'jelas', 'salah', 'mana', 'hubungin', 'cs', 'isi', 'bot', 'tidak', 'bayar', 'pulsa', 'tidak', 'selesai', 'masalah']"
Pengguna Google,1,2024-11-27 05:49:16,Gak guna,0,1.4.0,Negatif,0,tidak guna,"['tidak', 'guna']"
Pengguna Google,1,2023-11-21 09:55:38,"Gk ngaruh, gk berguna, pelayanan gk ada jaminan... Bobrok..",0,1.2.4,Negatif,0,tidak ngaruh tidak guna layan tidak jamin bobrok,"['tidak', 'ngaruh', 'tidak', 'guna', 'layan', 'tidak', 'jamin', 'bobrok']"
Pengguna Google,1,2025-02-25 14:55:38,Aplikasih terjelek di dunia hanya bikin susah orang,0,unknown,Negatif,0,aplikasih jelek dunia hanya bikin susah orang,"['aplikasih', 'jelek', 'dunia', 'hanya', 'bikin', 'susah', 'orang']"
Pengguna Google,1,2024-05-31 09:03:04,"Aplikasi eror npwp dan sandi sdh betul pun ttp tidak bisa log in....perbaiki lagi coba .jangan kecewakan orang,!!!",0,1.4.0,Negatif,0,aplikasi eror npwp sandi betul pun ttp tidak log in baik lagi coba jangan kecewa orang,"['aplikasi', 'eror', 'npwp', 'sandi', 'betul', 'pun', 'ttp', 'tidak', 'log', 'in', 'baik', 'lagi', 'coba', 'jangan', 'kecewa', 'orang']"
Christina Prameswari,1,2025-03-30 20:26:19,gak bisa login,0,unknown,Negatif,0,tidak login,"['tidak', 'login']"
Pengguna Google,1,2026-02-05 11:52:35,"ngeneki pak purbaya roh pora rakyate taat pajakak,sek dikon laporan,giliran ape laporan apk eror gk iso masuk,jan jane piye to ki wong pajak,godak gawe apk pora...",0,3.0.1,Negatif,0,ngeneki pak purbaya roh pora rakyate taat pajakak sek dikon lapor gilir ape lapor aplikasi eror tidak iso masuk jan jane piye to ki wong pajak godak gawe aplikasi pora,"['ngeneki', 'pak', 'purbaya', 'roh', 'pora', 'rakyate', 'taat', 'pajakak', 'sek', 'dikon', 'lapor', 'gilir', 'ape', 'lapor', 'aplikasi', 'eror', 'tidak', 'iso', 'masuk', 'jan', 'jane', 'piye', 'to', 'ki', 'wong', 'pajak', 'godak', 'gawe', 'aplikasi', 'pora']"
Micaellano Eric,1,2023-12-12 17:28:29,Lupa efin ga bisa.,0,1.2.4,Negatif,0,lupa efin tidak,"['lupa', 'efin', 'tidak']"
Pengguna Google,1,2025-01-23 11:54:56,Aplikasi apa ini login udah sesuai nik sma pasword masa keterangan salah terus...gblk,0,unknown,Negatif,0,aplikasi apa login sesuai nik sama pasword masa terang salah terus gblk,"['aplikasi', 'apa', 'login', 'sesuai', 'nik', 'sama', 'pasword', 'masa', 'terang', 'salah', 'terus', 'gblk']"
Wong Jowo,1,2025-01-21 17:12:44,"emailmu dibenahin dong, sekelas pemerintah kok kek gini??? aku kirim pengajuan EFIN lewat email, eh nggak dikirim-kirim. Harganya berapa sih pak bayar developernya? Aplikasi pemerintah kok sekelas ini??? Udah siap untuk onlen atau belum pak??? Balesin dong riviw2 penggunamu, bikin doang tapi gak tanggung jawab",4,2.0.3,Negatif,0,email dibenahin kelas perintah kok kek begini kirim aju efin lewat email eh tidak kirim kirim harga berapa pak bayar developer aplikasi perintah kok kelas siap onlen belum pak balesin riviw guna bikin saja tapi tidak tanggung jawab,"['email', 'dibenahin', 'kelas', 'perintah', 'kok', 'kek', 'begini', 'kirim', 'aju', 'efin', 'lewat', 'email', 'eh', 'tidak', 'kirim', 'kirim', 'harga', 'berapa', 'pak', 'bayar', 'developer', 'aplikasi', 'perintah', 'kok', 'kelas', 'siap', 'onlen', 'belum', 'pak', 'balesin', 'riviw', 'guna', 'bikin', 'saja', 'tapi', 'tidak', 'tanggung', 'jawab']"
Pengguna Google,1,2025-01-16 13:26:45,Live chat susah di akses. Registrasi susah sekali. Mau taat pajak aja susah.,3,2.0.3,Negatif,0,live chat susah akses registrasi susah sekali mau taat pajak saja susah,"['live', 'chat', 'susah', 'akses', 'registrasi', 'susah', 'sekali', 'mau', 'taat', 'pajak', 'saja', 'susah']"
Pengguna Google,1,2025-07-19 22:45:33,mau cek Evin aja susah bgt,0,2.0.4,Negatif,0,mau cek evin saja susah sangat,"['mau', 'cek', 'evin', 'saja', 'susah', 'sangat']"
Pengguna Google,1,2023-03-29 13:44:03,Aplikasix sangt jelek tra berfungsi ....,0,1.2.0,Negatif,0,aplikasix sangt jelek tra fungsi,"['aplikasix', 'sangt', 'jelek', 'tra', 'fungsi']"
Pengguna Google,1,2022-01-11 12:11:25,Aplikasi hari ini sedang bermasalah....,0,1.1.0,Negatif,0,aplikasi hari sedang masalah,"['aplikasi', 'hari', 'sedang', 'masalah']"
Pengguna Google,1,2025-01-31 06:43:31,Apk ga ada guna. Ga sesuai fungsi. Ga bisa di jalankan. Hanya untuk modus mengeluarkan anggaran pembuatan apk.,0,unknown,Negatif,0,aplikasi tidak guna tidak sesuai fungsi tidak jalan hanya modus keluar anggar buat aplikasi,"['aplikasi', 'tidak', 'guna', 'tidak', 'sesuai', 'fungsi', 'tidak', 'jalan', 'hanya', 'modus', 'keluar', 'anggar', 'buat', 'aplikasi']"
Pengguna Google,1,2024-03-28 12:40:26,Bgini kualitas pemerintah kita bikin aplikasih tdk usah buat aplikasih om kualitasnya miris,0,1.4.0,Negatif,0,bgini kualitas perintah bikin aplikasih tidak usah aplikasih om kualitas miris,"['bgini', 'kualitas', 'perintah', 'bikin', 'aplikasih', 'tidak', 'usah', 'aplikasih', 'om', 'kualitas', 'miris']"
Pengguna Google,1,2025-12-29 18:57:56,bikin aplikasi tapi mempersulit penggunanya,0,2.0.6,Negatif,0,bikin aplikasi tapi sulit guna,"['bikin', 'aplikasi', 'tapi', 'sulit', 'guna']"
Pengguna Google,1,2026-03-05 10:15:59,apk cacad total. mau ubah pasword sja slalu keterangan akun tidak terdaftar. yg download apk ini pasti nyesel. uninstall.,1,3.0.6,Negatif,0,aplikasi cacad total mau ubah pasword sja selalu terang akun tidak daftar download aplikasi pasti nyesel uninstall,"['aplikasi', 'cacad', 'total', 'mau', 'ubah', 'pasword', 'sja', 'selalu', 'terang', 'akun', 'tidak', 'daftar', 'download', 'aplikasi', 'pasti', 'nyesel', 'uninstall']"
Pengguna Google,1,2023-12-12 09:15:05,"Niat kerja gk sih ini dev nya, masukkan nik dan npwp gk bisa full digit ya gmn mau login Pemerintah klau ngerekrut pegawai jgn main² lah, masa bikin aplikasi modelnya kyak gini, habis aja uang negara buat gaji org² gk jelas dan gk kompeten",0,1.2.4,Negatif,0,niat kerja tidak dev masuk nik npwp tidak full digit bagaimana mau login perintah klau ngerekrut pegawai jgn main masa bikin aplikasi model kyak begini habis saja uang negara gaji orang tidak jelas tidak kompeten,"['niat', 'kerja', 'tidak', 'dev', 'masuk', 'nik', 'npwp', 'tidak', 'full', 'digit', 'bagaimana', 'mau', 'login', 'perintah', 'klau', 'ngerekrut', 'pegawai', 'jgn', 'main', 'masa', 'bikin', 'aplikasi', 'model', 'kyak', 'begini', 'habis', 'saja', 'uang', 'negara', 'gaji', 'orang', 'tidak', 'jelas', 'tidak', 'kompeten']"
Pengguna Google,1,2026-01-28 13:13:07,"bukannya mempermudah, malah semakin merepotkan. Terutama buat para lansia",0,2.0.6,Negatif,0,bukan mudah malah makin repot utama para lansia,"['bukan', 'mudah', 'malah', 'makin', 'repot', 'utama', 'para', 'lansia']"
Pengguna Google,1,2023-12-12 21:03:29,Tidak bisa login nomor NPWP maupun NIK karena kolom angka kurang satu. Aplikasi aneh,1,unknown,Negatif,0,tidak login nomor npwp maupun nik karena kolom angka kurang satu aplikasi aneh,"['tidak', 'login', 'nomor', 'npwp', 'maupun', 'nik', 'karena', 'kolom', 'angka', 'kurang', 'satu', 'aplikasi', 'aneh']"
Pengguna Google,1,2026-04-01 14:46:48,kortek gak jelas,0,unknown,Negatif,0,kortek tidak jelas,"['kortek', 'tidak', 'jelas']"
Pengguna Google,1,2023-03-17 23:33:12,Punya Negara kok kayak aplikasi amatiran.,0,1.1.0,Negatif,0,punya negara kok kayak aplikasi amatir,"['punya', 'negara', 'kok', 'kayak', 'aplikasi', 'amatir']"
Imam Syaifulloh,1,2025-02-03 02:56:30,"Ini hasilnya aplikasi yang katanya 1.3T??? Bug nya ampunnn deh, modalnya buat bayar Developer Aplikasi atau Developer Bangunan?!!! Saya sarankan anak² IT nya resign aja, daripada ikut diperiksa KPK!",0,2.0.3,Negatif,0,hasil aplikasi kata bug ampunnn modal bayar developer aplikasi developer bangun saran anak it resign saja daripada ikut periksa kpk,"['hasil', 'aplikasi', 'kata', 'bug', 'ampunnn', 'modal', 'bayar', 'developer', 'aplikasi', 'developer', 'bangun', 'saran', 'anak', 'it', 'resign', 'saja', 'daripada', 'ikut', 'periksa', 'kpk']"
Pengguna Google,1,2025-09-02 10:40:28,sangat buruk,0,2.0.5,Negatif,0,sangat buruk,"['sangat', 'buruk']"
Pengguna Google,1,2026-01-29 16:54:21,HATI HATI PENIPUAN SAAT INI,0,2.0.6,Negatif,0,hati hati tipu saat,"['hati', 'hati', 'tipu', 'saat']"
Pengguna Google,1,2025-01-15 08:04:03,Tolong kalau kerja yang serius,0,unknown,Negatif,0,tolong kerja serius,"['tolong', 'kerja', 'serius']"
Pengguna Google,1,2026-02-27 20:53:43,apanya semakin baik??? mau masuk akun aja susah...mau lapor pajak aja dipersulit..buat akun tuh yg gampang dimengerti dan tidak susah untuk di akses..aplikasi sampaaahhh!!!!,6,3.0.6,Negatif,0,apa makin baik mau masuk akun saja susah mau lapor pajak saja sulit akun tuh gampang erti tidak susah akses aplikasi sampaaahhh,"['apa', 'makin', 'baik', 'mau', 'masuk', 'akun', 'saja', 'susah', 'mau', 'lapor', 'pajak', 'saja', 'sulit', 'akun', 'tuh', 'gampang', 'erti', 'tidak', 'susah', 'akses', 'aplikasi', 'sampaaahhh']"
Pengguna Google,1,2023-03-21 09:38:47,Buruk parah Apps nya. Verifikasi wajah masa gagal mulu... Niat baik mau taat pajak aja di bkin ribet dasar negri konoha.. Giliran yg mau makan uang pajak aja di permudah... Haduuhh mai negri mai negri... Kusut,2,1.1.0,Negatif,0,buruk parah apps verifikasi wajah masa gagal mulu niat baik mau taat pajak saja bikin ribet dasar negri konoha gilir mau makan uang pajak saja mudah haduuhh mai negri mai negri kusut,"['buruk', 'parah', 'apps', 'verifikasi', 'wajah', 'masa', 'gagal', 'mulu', 'niat', 'baik', 'mau', 'taat', 'pajak', 'saja', 'bikin', 'ribet', 'dasar', 'negri', 'konoha', 'gilir', 'mau', 'makan', 'uang', 'pajak', 'saja', 'mudah', 'haduuhh', 'mai', 'negri', 'mai', 'negri', 'kusut']"
Pengguna Google,1,2024-02-12 10:29:12,Petugas pajak nya cuma makan gaji buta di tambah lagi hasil pajak di korup lagi maka nya urusan di bikin ribet mau ngurus lupa Efin aja ribet,0,1.3.0,Negatif,0,tugas pajak cuma makan gaji buta tambah lagi hasil pajak korup lagi maka urus bikin ribet mau ngurus lupa efin saja ribet,"['tugas', 'pajak', 'cuma', 'makan', 'gaji', 'buta', 'tambah', 'lagi', 'hasil', 'pajak', 'korup', 'lagi', 'maka', 'urus', 'bikin', 'ribet', 'mau', 'ngurus', 'lupa', 'efin', 'saja', 'ribet']"
