user_name,rating,date,review_text,likes,app_version,word_count,char_count,year_month,is_duplicate,sentiment,sentiment_encoded,review_clean,review_tokens
azmi ami,3,2023-06-16 15:05:06,Selalu force stop,0,1.2.3,3,17,2023-06,False,Netral,1,selalu force stop,"['selalu', 'force', 'stop']"
Pengguna Google,3,2025-01-28 11:26:22,Pelayanan CS via WA udah gak ada respon.,0,1.1.0,8,40,2025-01,False,Netral,1,pelayanan cs via wa tidak respon,"['pelayanan', 'cs', 'via', 'wa', 'tidak', 'respon']"
Pengguna Google,1,2024-06-28 21:08:31,aplikasi anjeng,0,1.4.0,2,15,2024-06,False,Negatif,0,aplikasi anjeng,"['aplikasi', 'anjeng']"
Pengguna Google,1,2025-03-04 17:37:50,"Benerin servernya, apa mau korupsi lg?",0,2.0.3,6,38,2025-03,False,Negatif,0,benerin servernya apa mau korupsi lagi,"['benerin', 'servernya', 'apa', 'mau', 'korupsi', 'lagi']"
AKA ROMERO,3,2025-03-05 00:22:24,Pengitiman OTP lama. Sampai batas waktu kode habis. Bisa berjam-jam,0,2.0.3,10,67,2025-03,False,Netral,1,pengitiman otp lama sampai batas waktu kode habis berjam jam,"['pengitiman', 'otp', 'lama', 'sampai', 'batas', 'waktu', 'kode', 'habis', 'berjam', 'jam']"
Pengguna Google,2,2025-01-08 12:12:52,Setiap mau masuk chat live aja terkendala error tolong diperbaiki adanya aplikasih m pajak buat mempermudah malah aplikasinya sering erro,1,2.0.2,20,137,2025-01,False,Negatif,0,setiap mau masuk chat live saja terkendala error tolong diperbaiki adanya aplikasih pajak mempermudah malah aplikasinya sering erro,"['setiap', 'mau', 'masuk', 'chat', 'live', 'saja', 'terkendala', 'error', 'tolong', 'diperbaiki', 'adanya', 'aplikasih', 'pajak', 'mempermudah', 'malah', 'aplikasinya', 'sering', 'erro']"
Pengguna Google,5,2021-06-04 19:52:36,Mudah bgt sekarang,1,unknown,3,18,2021-06,False,Positif,2,mudah sangat sekarang,"['mudah', 'sangat', 'sekarang']"
Pengguna Google,5,2021-06-07 09:43:53,😍😍,0,1.0,1,2,2021-06,False,Positif,2,,[]
Pengguna Google,3,2025-02-16 09:34:51,"Maaf Min, ini kenapa tahunnya jadi mundur. Saya bikin kode billing dengan tahun 2025 tidak bisa. Lalu saya coba 2024, kode billing bisa muncul. Mau saya bayar pajaknya, tapi saya ragu. Padahal ini sudah tahun 2025. Untuk aplikasi, ini mudah dan simpel untuk digunakan, lalu kode billing bisa disalin. Tidak seperti di website. Yah intinya sudah bagus.",4,2.0.3,57,351,2025-02,False,Netral,1,maaf min kenapa tahunnya jadi mundur bikin kode billing tahun tidak lalu coba kode billing muncul mau bayar pajaknya tapi ragu padahal tahun aplikasi mudah simpel digunakan lalu kode billing disalin tidak seperti website intinya bagus,"['maaf', 'min', 'kenapa', 'tahunnya', 'jadi', 'mundur', 'bikin', 'kode', 'billing', 'tahun', 'tidak', 'lalu', 'coba', 'kode', 'billing', 'muncul', 'mau', 'bayar', 'pajaknya', 'tapi', 'ragu', 'padahal', 'tahun', 'aplikasi', 'mudah', 'simpel', 'digunakan', 'lalu', 'kode', 'billing', 'disalin', 'tidak', 'seperti', 'website', 'intinya', 'bagus']"
Fachmi Dwiputra,5,2021-06-06 09:41:37,Sangat membantu,1,1.0,2,15,2021-06,True,Positif,2,sangat membantu,"['sangat', 'membantu']"
Pengguna Google,1,2024-12-17 10:22:22,"Teu bisa dibuka, nyeun bala bala gehu weh meh ngenah.",0,2.0.0,10,53,2024-12,False,Negatif,0,teu dibuka nyeun bala bala gehu weh meh ngenah,"['teu', 'dibuka', 'nyeun', 'bala', 'bala', 'gehu', 'weh', 'meh', 'ngenah']"
Pengguna Google,3,2025-03-05 12:01:50,Ini kenapa kirim code otp lama banget masuk ke Email,0,unknown,10,52,2025-03,False,Netral,1,kenapa kirim code otp lama sangat masuk email,"['kenapa', 'kirim', 'code', 'otp', 'lama', 'sangat', 'masuk', 'email']"
Pengguna Google,1,2024-08-27 14:40:51,"Sudah lama tidak buka djp, begitu dibuka kagak bisa lagi, admin mohon di perbaikin demi kelancaran.",0,1.4.0,16,99,2024-08,False,Negatif,0,lama tidak buka djp begitu dibuka tidak lagi admin mohon perbaikin demi kelancaran,"['lama', 'tidak', 'buka', 'djp', 'begitu', 'dibuka', 'tidak', 'lagi', 'admin', 'mohon', 'perbaikin', 'demi', 'kelancaran']"
Pengguna Google,1,2023-12-15 10:22:18,"Aplikasi pemerintah emang selalu gagal😓 Udah lebih dari 5 kali ngirim OTP, udah ditunggu lama tapi gak masuk masuk. Percuma ada aplikasi kalo emang masih bikin ribet.",12,1.2.4,27,166,2023-12,False,Negatif,0,aplikasi pemerintah emang selalu gagal kali ngirim otp ditunggu lama tapi tidak masuk masuk percuma aplikasi kalo emang masih bikin ribet,"['aplikasi', 'pemerintah', 'emang', 'selalu', 'gagal', 'kali', 'ngirim', 'otp', 'ditunggu', 'lama', 'tapi', 'tidak', 'masuk', 'masuk', 'percuma', 'aplikasi', 'kalo', 'emang', 'masih', 'bikin', 'ribet']"
Pengguna Google,5,2025-02-07 00:14:19,aplikasi tidak bisa terbuka,0,unknown,4,27,2025-02,False,Positif,2,aplikasi tidak terbuka,"['aplikasi', 'tidak', 'terbuka']"
Pengguna Google,3,2024-06-06 12:04:01,tidak bisa di gunakan,0,1.4.0,4,21,2024-06,False,Netral,1,tidak gunakan,"['tidak', 'gunakan']"
Pengguna Google,1,2025-03-25 07:10:47,aplikasi GAK GUNA... sudah 2 hari di coba selalu eror.. buang2 anggaran negara.. mending di hapus aja ni aplikasi bodoh,0,unknown,20,119,2025-03,False,Negatif,0,aplikasi tidak guna hari coba selalu eror buang anggaran negara mending hapus saja ni aplikasi bodoh,"['aplikasi', 'tidak', 'guna', 'hari', 'coba', 'selalu', 'eror', 'buang', 'anggaran', 'negara', 'mending', 'hapus', 'saja', 'ni', 'aplikasi', 'bodoh']"
Pengguna Google,5,2024-06-04 05:53:56,Bagus dan sangat membantu,0,1.4.0,4,25,2024-06,False,Positif,2,bagus sangat membantu,"['bagus', 'sangat', 'membantu']"
Pengguna Google,5,2026-04-07 23:50:56,sangat mendukung,0,3.0.6,2,16,2026-04,False,Positif,2,sangat mendukung,"['sangat', 'mendukung']"
Pengguna Google,2,2025-04-09 14:07:51,"gak bisa masuk ini teh, error terus min.",0,2.0.4,8,40,2025-04,False,Negatif,0,tidak masuk teh error terus min,"['tidak', 'masuk', 'teh', 'error', 'terus', 'min']"
Pengguna Google,5,2026-03-09 09:42:11,aplikasih ini sangat bagus dan membantu dengan keperluan saya yang menyakut dengan pajak,0,2.0.6,13,88,2026-03,False,Positif,2,aplikasih sangat bagus membantu keperluan menyakut pajak,"['aplikasih', 'sangat', 'bagus', 'membantu', 'keperluan', 'menyakut', 'pajak']"
Pengguna Google,5,2025-12-01 10:53:27,Aplikasi sudah bisa dibuka,0,unknown,4,26,2025-12,False,Positif,2,aplikasi dibuka,"['aplikasi', 'dibuka']"
Pengguna Google,3,2022-03-28 17:03:19,Ok,0,1.1.0,1,2,2022-03,True,Netral,1,ok,['ok']
Pengguna Google,3,2021-06-22 09:34:20,apakah pendaftaran NPWP bisa lewat online !,0,unknown,7,43,2021-06,False,Netral,1,apakah pendaftaran npwp lewat online,"['apakah', 'pendaftaran', 'npwp', 'lewat', 'online']"
Pengguna Google,3,2022-01-31 12:14:41,Saya juga tidak bisa login password dan nomor NPWP sudah benar. Gimana ini solusinya?? Aplikasinya sama sekali tidak membantu,1,1.1.0,19,125,2022-01,False,Netral,1,tidak login password nomor npwp benar bagaimana solusinya aplikasinya sama sekali tidak membantu,"['tidak', 'login', 'password', 'nomor', 'npwp', 'benar', 'bagaimana', 'solusinya', 'aplikasinya', 'sama', 'sekali', 'tidak', 'membantu']"
Pengguna Google,5,2026-03-05 15:34:05,ok,0,3.0.6,1,2,2026-03,True,Positif,2,ok,['ok']
Pengguna Google,5,2025-01-16 21:10:56,Sangat membantu,0,2.0.2,2,15,2025-01,True,Positif,2,sangat membantu,"['sangat', 'membantu']"
Pengguna Google,3,2023-10-06 22:07:47,Kenapa sih tiap buka aplikasi sll aza kluar lg sndr n tulisannya eror.. Tolong donk diperbaharui agar lbh nyaman pake nya Klo udah bagus saya tambahin ya Bintangnya.. Makasih,0,1.2.3,29,174,2023-10,False,Netral,1,kenapa tiap buka aplikasi sll aza kluar lagi sndr tulisannya eror tolong donk diperbaharui agar lbh nyaman pakai klo bagus tambahin bintangnya terima kasih,"['kenapa', 'tiap', 'buka', 'aplikasi', 'sll', 'aza', 'kluar', 'lagi', 'sndr', 'tulisannya', 'eror', 'tolong', 'donk', 'diperbaharui', 'agar', 'lbh', 'nyaman', 'pakai', 'klo', 'bagus', 'tambahin', 'bintangnya', 'terima', 'kasih']"
Pengguna Google,1,2025-01-24 16:43:37,"Heran. Ngga paham. Instansi pemerintah sebesar & sekelas ini, apalagi reminder : pajak2 pajak2, tp aplikasinya yah cuma begini. Giliran anak sy mau daftar NPWP sj susah. Disuruh daftar online. Coretax2. Tp situsnya lemot abis. Ribet pula. Mdh2an pegawai2nya ngga ikut lemot ya.",41,2.0.3,43,277,2025-01,False,Negatif,0,heran tidak paham instansi pemerintah sebesar sekelas apalagi reminder pajak pajak tapi aplikasinya cuma begini giliran anak sy mau daftar npwp sj susah disuruh daftar online coretax tapi situsnya lemot abis ribet pula mdhan pegawainya tidak ikut lemot,"['heran', 'tidak', 'paham', 'instansi', 'pemerintah', 'sebesar', 'sekelas', 'apalagi', 'reminder', 'pajak', 'pajak', 'tapi', 'aplikasinya', 'cuma', 'begini', 'giliran', 'anak', 'sy', 'mau', 'daftar', 'npwp', 'sj', 'susah', 'disuruh', 'daftar', 'online', 'coretax', 'tapi', 'situsnya', 'lemot', 'abis', 'ribet', 'pula', 'mdhan', 'pegawainya', 'tidak', 'ikut', 'lemot']"
Pengguna Google,1,2023-08-05 16:56:36,Untuk daftar npwp aja syulit,0,1.2.3,5,28,2023-08,False,Negatif,0,daftar npwp saja syulit,"['daftar', 'npwp', 'saja', 'syulit']"
Pengguna Google,5,2023-11-14 10:56:01,Bagus sekali,0,1.2.4,2,12,2023-11,True,Positif,2,bagus sekali,"['bagus', 'sekali']"
Pengguna Google,1,2025-01-01 17:18:49,"Gak guna,lelet, sama sesekali aplikasi tidak embantu",0,unknown,7,52,2025-01,False,Negatif,0,tidak guna lelet sama sesekali aplikasi tidak embantu,"['tidak', 'guna', 'lelet', 'sama', 'sesekali', 'aplikasi', 'tidak', 'embantu']"
Pengguna Google,1,2025-09-24 21:07:33,selalu gagal login.. padahal sudah benar ..,1,2.0.6,7,43,2025-09,False,Negatif,0,selalu gagal login padahal benar,"['selalu', 'gagal', 'login', 'padahal', 'benar']"
Pengguna Google,3,2026-03-16 13:24:28,👍,0,2.0.6,1,1,2026-03,True,Netral,1,,[]
Pengguna Google,1,2025-03-03 17:38:32,"wihh gamenya bagus sangat mengedukasi bayi usia 2 bulan lebih 28 tahun, kalo bisa tambahin fitur auto reload sama gacha karakter, perbanyak skin senjata dan perluas mapnya 🤝 thnk u",0,unknown,30,180,2025-03,False,Negatif,0,wihh gamenya bagus sangat mengedukasi bayi usia bulan tahun kalo tambahin fitur auto reload sama gacha karakter perbanyak skin senjata perluas mapnya thnk,"['wihh', 'gamenya', 'bagus', 'sangat', 'mengedukasi', 'bayi', 'usia', 'bulan', 'tahun', 'kalo', 'tambahin', 'fitur', 'auto', 'reload', 'sama', 'gacha', 'karakter', 'perbanyak', 'skin', 'senjata', 'perluas', 'mapnya', 'thnk']"
Pengguna Google,5,2025-03-18 10:12:10,sangat membantu dan tidak ribet,0,2.0.3,5,31,2025-03,False,Positif,2,sangat membantu tidak ribet,"['sangat', 'membantu', 'tidak', 'ribet']"
Pengguna Google,3,2023-12-31 03:53:32,Ok,0,1.2.4,1,2,2023-12,True,Netral,1,ok,['ok']
Pengguna Google,3,2024-08-26 19:43:48,oke,0,1.4.0,1,3,2024-08,True,Netral,1,oke,['oke']
Pengguna Google,3,2022-02-17 06:29:25,Memuaskan,0,1.0,1,9,2022-02,False,Netral,1,memuaskan,['memuaskan']
Pengguna Google,3,2024-12-08 14:05:41,Tidak jelas saat mau masukkan akun,0,unknown,6,34,2024-12,False,Netral,1,tidak jelas saat mau masukkan akun,"['tidak', 'jelas', 'saat', 'mau', 'masukkan', 'akun']"
Pengguna Google,3,2024-01-12 08:34:11,"Assalamualaikum... Kalau mau ganti nomor kontak gimana caranya? Soalnya kode verifikasi efin ternyata dikirim ke nomor kontak yang lama, terima kasih.",0,1.2.5,21,150,2024-01,False,Netral,1,assalamualaikum mau ganti nomor kontak bagaimana caranya soalnya kode verifikasi efin ternyata dikirim nomor kontak lama terima kasih,"['assalamualaikum', 'mau', 'ganti', 'nomor', 'kontak', 'bagaimana', 'caranya', 'soalnya', 'kode', 'verifikasi', 'efin', 'ternyata', 'dikirim', 'nomor', 'kontak', 'lama', 'terima', 'kasih']"
Pengguna Google,3,2023-10-18 12:03:51,"Mantab, tapi kok saya ga bisa nmr minta efin dari apk ini gagal berkali2",0,1.2.3,14,72,2023-10,False,Netral,1,mantab tapi kok tidak nomor minta efin aplikasi gagal berkali,"['mantab', 'tapi', 'kok', 'tidak', 'nomor', 'minta', 'efin', 'aplikasi', 'gagal', 'berkali']"
Pengguna Google,4,2026-03-11 08:07:31,kenapa mau daftar pajak gini amat dulu pakai djp online mudah yang penting punya efin sekarang kesini GK bisa ubah data email dan no hp sedangkan lupa sandi GK bisa KLO bukan email yg terdaftar .. gmn kita mau lapor pajak... cm org pajak yang bisa kita harus kesana buat ubah email dan no hp.. butuh waktu kan. tolonglah kasih kemudahan buat yg mau lapor pajak. banyak yang org tua pada GK bisa lapor.. mereka minta tolong jg GK bisa.. terkendala data tidak sama email no hp...,0,3.0.6,87,477,2026-03,False,Positif,2,kenapa mau daftar pajak begini amat dulu pakai djp online mudah penting punya efin sekarang kesini tidak ubah data email nomor handphone sedangkan lupa sandi tidak klo bukan email terdaftar bagaimana mau lapor pajak cm orang pajak harus kesana ubah email nomor handphone butuh waktu kan tolonglah kasih kemudahan mau lapor pajak banyak orang tua tidak lapor minta tolong tidak terkendala data tidak sama email nomor handphone,"['kenapa', 'mau', 'daftar', 'pajak', 'begini', 'amat', 'dulu', 'pakai', 'djp', 'online', 'mudah', 'penting', 'punya', 'efin', 'sekarang', 'kesini', 'tidak', 'ubah', 'data', 'email', 'nomor', 'handphone', 'sedangkan', 'lupa', 'sandi', 'tidak', 'klo', 'bukan', 'email', 'terdaftar', 'bagaimana', 'mau', 'lapor', 'pajak', 'cm', 'orang', 'pajak', 'harus', 'kesana', 'ubah', 'email', 'nomor', 'handphone', 'butuh', 'waktu', 'kan', 'tolonglah', 'kasih', 'kemudahan', 'mau', 'lapor', 'pajak', 'banyak', 'orang', 'tua', 'tidak', 'lapor', 'minta', 'tolong', 'tidak', 'terkendala', 'data', 'tidak', 'sama', 'email', 'nomor', 'handphone']"
Pengguna Google,5,2022-03-10 19:33:41,Ok,0,1.0,1,2,2022-03,True,Positif,2,ok,['ok']
Pengguna Google,5,2025-01-03 14:54:29,tambah mudah aman,0,2.0.1,3,17,2025-01,False,Positif,2,tambah mudah aman,"['tambah', 'mudah', 'aman']"
Pengguna Google,3,2025-02-26 17:22:03,Saya mau login tidak bisa Eror,0,2.0.3,6,30,2025-02,False,Netral,1,mau login tidak eror,"['mau', 'login', 'tidak', 'eror']"
Pengguna Google,1,2026-01-14 13:54:55,tdk berguna,0,unknown,2,11,2026-01,False,Negatif,0,tidak berguna,"['tidak', 'berguna']"
Pengguna Google,5,2024-01-09 07:01:18,Good,0,unknown,1,4,2024-01,True,Positif,2,good,['good']
Pengguna Google,3,2025-02-11 04:36:24,Ranting 3 sangat bagus dan oke 🤭,0,1.4.0,7,32,2025-02,False,Netral,1,ranting sangat bagus oke,"['ranting', 'sangat', 'bagus', 'oke']"
Nuraini Mashury,5,2022-01-07 08:57:20,Ok,0,unknown,1,2,2022-01,True,Positif,2,ok,['ok']
Pengguna Google,5,2025-05-29 16:44:50,aku udh bisa dapat no efin mempermudah sekali mendapatkan no efin nya tanpa kita harus ke kantor pajak dulu . dan tinggal laporin dari online,0,2.0.4,25,141,2025-05,False,Positif,2,dapat nomor efin mempermudah sekali mendapatkan nomor efin tanpa harus kantor pajak dulu tinggal laporin online,"['dapat', 'nomor', 'efin', 'mempermudah', 'sekali', 'mendapatkan', 'nomor', 'efin', 'tanpa', 'harus', 'kantor', 'pajak', 'dulu', 'tinggal', 'laporin', 'online']"
Pengguna Google,5,2022-01-24 12:52:38,Sangat Bagus,0,1.1.0,2,12,2022-01,True,Positif,2,sangat bagus,"['sangat', 'bagus']"
Pengguna Google,5,2025-10-20 20:23:53,aplikasi yang bagus,0,2.0.6,3,19,2025-10,False,Positif,2,aplikasi bagus,"['aplikasi', 'bagus']"
Pengguna Google,1,2024-03-20 10:42:12,"Mau di buka,,ada notif aplikasi ini mesti di perbarui dan langsung nge Hang ga bisa di apa2in",0,unknown,17,93,2024-03,False,Negatif,0,mau buka notif aplikasi mesti perbarui langsung nge hang tidak apain,"['mau', 'buka', 'notif', 'aplikasi', 'mesti', 'perbarui', 'langsung', 'nge', 'hang', 'tidak', 'apain']"
Pengguna Google,1,2024-09-25 10:15:12,"Saya berusaha bayar pajak, buatlah aplikasi yg mudah, hal paling simple ; login aja susah, nanti giliran saya gak bayar pajak salah juga. Gak semua orang banyak waktu utk datang dan antre ke kantor pajak",2,unknown,35,203,2024-09,False,Negatif,0,berusaha bayar pajak buatlah aplikasi mudah hal paling simple login saja susah nanti giliran tidak bayar pajak salah tidak semua orang banyak waktu datang antre kantor pajak,"['berusaha', 'bayar', 'pajak', 'buatlah', 'aplikasi', 'mudah', 'hal', 'paling', 'simple', 'login', 'saja', 'susah', 'nanti', 'giliran', 'tidak', 'bayar', 'pajak', 'salah', 'tidak', 'semua', 'orang', 'banyak', 'waktu', 'datang', 'antre', 'kantor', 'pajak']"
Pengguna Google,3,2024-12-20 19:39:49,"Kanapa ya pasa saya mau daftar efein malah ga bisa pas, pengiriman kode otp nya",0,2.0.0,15,79,2024-12,False,Netral,1,kanapa pasa mau daftar efein malah tidak pas pengiriman kode otp,"['kanapa', 'pasa', 'mau', 'daftar', 'efein', 'malah', 'tidak', 'pas', 'pengiriman', 'kode', 'otp']"
Pengguna Google,3,2025-09-24 12:30:22,"mau log in aja susah,nunggu kode verifikasi nggak dikirim2,ayolah ini apk formal negara masa kaya apk abal2",0,2.0.6,17,107,2025-09,False,Netral,1,mau log in saja susah nunggu kode verifikasi tidak dikirim ayolah aplikasi formal negara masa kaya aplikasi abal,"['mau', 'log', 'in', 'saja', 'susah', 'nunggu', 'kode', 'verifikasi', 'tidak', 'dikirim', 'ayolah', 'aplikasi', 'formal', 'negara', 'masa', 'kaya', 'aplikasi', 'abal']"
Pengguna Google,1,2024-10-10 09:04:18,"tolong sistemnya di benahi buat daftar sudah sampai nomer 10 gk bisa di pencet, niat gk sih buat aplikasi?",0,1.4.0,19,106,2024-10,False,Negatif,0,tolong sistemnya benahi daftar sampai nomer tidak pencet niat tidak aplikasi,"['tolong', 'sistemnya', 'benahi', 'daftar', 'sampai', 'nomer', 'tidak', 'pencet', 'niat', 'tidak', 'aplikasi']"
Pengguna Google,5,2026-02-06 13:59:03,Memudahkan para wajib pajak,0,unknown,4,27,2026-02,False,Positif,2,memudahkan para wajib pajak,"['memudahkan', 'para', 'wajib', 'pajak']"
Pengguna Google,3,2025-10-13 13:03:53,4t p0p,0,2.0.5,2,6,2025-10,False,Netral,1,pp,['pp']
Pengguna Google,5,2022-02-02 15:37:34,Mantap,0,1.0,1,6,2022-02,True,Positif,2,mantap,['mantap']
Pengguna Google,4,2023-05-19 22:51:39,Ok,0,unknown,1,2,2023-05,True,Positif,2,ok,['ok']
Pengguna Google,3,2024-03-24 19:20:16,Aga lemot yah,0,1.4.0,3,13,2024-03,False,Netral,1,aga lemot,"['aga', 'lemot']"
Pengguna Google,3,2023-11-13 19:11:03,"Kode Verifikasi gagal terkirim, mohon petunjuk dan arahannya..",0,1.2.4,8,62,2023-11,False,Netral,1,kode verifikasi gagal terkirim mohon petunjuk arahannya,"['kode', 'verifikasi', 'gagal', 'terkirim', 'mohon', 'petunjuk', 'arahannya']"
Pengguna Google,3,2023-09-08 00:43:57,"Mau masuk aja susah,NPWP pisik sudah ada tapi di aplikasi NPWP tidak tercatat",0,unknown,13,77,2023-09,False,Netral,1,mau masuk saja susah npwp pisik tapi aplikasi npwp tidak tercatat,"['mau', 'masuk', 'saja', 'susah', 'npwp', 'pisik', 'tapi', 'aplikasi', 'npwp', 'tidak', 'tercatat']"
Pengguna Google,3,2025-09-27 07:09:45,kirain cuma sya ternyata bnyak yg ngalamin gagal masuk,0,unknown,9,54,2025-09,False,Netral,1,kirain cuma sya ternyata bnyak ngalamin gagal masuk,"['kirain', 'cuma', 'sya', 'ternyata', 'bnyak', 'ngalamin', 'gagal', 'masuk']"
Pengguna Google,3,2022-09-20 19:04:13,Menyusahkan,0,1.1.0,1,11,2022-09,False,Netral,1,menyusahkan,['menyusahkan']
Supriadi,3,2021-06-08 17:57:51,"Saat pembuatan ebilling, jenis pajak dan jenis setoran ga bisa diklik...",2,1.0,11,72,2021-06,False,Netral,1,saat pembuatan ebilling jenis pajak jenis setoran tidak diklik,"['saat', 'pembuatan', 'ebilling', 'jenis', 'pajak', 'jenis', 'setoran', 'tidak', 'diklik']"
Pengguna Google,1,2025-04-09 11:40:03,aplikasi tidak mutu masa baru buka sdh keluar sendri,0,2.0.4,9,52,2025-04,False,Negatif,0,aplikasi tidak mutu masa baru buka keluar sendri,"['aplikasi', 'tidak', 'mutu', 'masa', 'baru', 'buka', 'keluar', 'sendri']"
Pengguna Google,5,2024-02-02 09:12:04,Mudah di pahami,0,1.2.5,3,15,2024-02,False,Positif,2,mudah pahami,"['mudah', 'pahami']"
Pengguna Google,1,2025-09-26 22:00:24,"APLIKASI LEMBAGA PEMERINTAH INDONESIA TIDAK ADA YANG BENAR, ERRORR MULU KEK PEJABATNYA.MENDING HAPUS AJA IAtU APLIKASI, GA GUNA, DANA KEBANYAKAN DI KORUPSI ...ANJENGLAH",0,unknown,23,168,2025-09,False,Negatif,0,aplikasi lembaga pemerintah indonesia tidak benar errorr mulu kek pejabatnya mending hapus saja iatu aplikasi tidak guna dana kebanyakan korupsi anjenglah,"['aplikasi', 'lembaga', 'pemerintah', 'indonesia', 'tidak', 'benar', 'errorr', 'mulu', 'kek', 'pejabatnya', 'mending', 'hapus', 'saja', 'iatu', 'aplikasi', 'tidak', 'guna', 'dana', 'kebanyakan', 'korupsi', 'anjenglah']"
Pengguna Google,3,2025-02-28 14:43:33,"Kode otp untuk aktivasi efin yg di kirim ke email lama sekali masuknya, buang2 waktu aja.",0,2.0.3,16,89,2025-02,False,Netral,1,kode otp aktivasi efin kirim email lama sekali masuknya buang waktu saja,"['kode', 'otp', 'aktivasi', 'efin', 'kirim', 'email', 'lama', 'sekali', 'masuknya', 'buang', 'waktu', 'saja']"
Daniel Arya Rubis Nugraha,1,2024-12-18 11:41:39,tidak bisa verifikasi,1,2.0.0,3,21,2024-12,True,Negatif,0,tidak verifikasi,"['tidak', 'verifikasi']"
Pengguna Google,3,2021-09-01 10:20:37,"Sudah mempunyai akun dan pengisiannya juga sama, akan tetapi masih salah terus. Mohon bantuannya",3,1.0,14,96,2021-09,False,Netral,1,mempunyai akun pengisiannya sama tetapi masih salah terus mohon bantuannya,"['mempunyai', 'akun', 'pengisiannya', 'sama', 'tetapi', 'masih', 'salah', 'terus', 'mohon', 'bantuannya']"
Pengguna Google,1,2025-02-26 10:42:27,"Orang dipaksa laporan sama bayar pajak, giliran bikin aplikasi yang tujuannya untuk mempermudah malah jadinya kayak sampah. Minta kode otp untuk EFIN aja loh gak bisa. Ini lah contoh gambaran aplikasi dari pemerintah yang gak guna!!!",8,2.0.3,36,233,2025-02,False,Negatif,0,orang dipaksa laporan sama bayar pajak giliran bikin aplikasi tujuannya mempermudah malah jadinya kayak sampah minta kode otp efin saja tidak contoh gambaran aplikasi pemerintah tidak guna,"['orang', 'dipaksa', 'laporan', 'sama', 'bayar', 'pajak', 'giliran', 'bikin', 'aplikasi', 'tujuannya', 'mempermudah', 'malah', 'jadinya', 'kayak', 'sampah', 'minta', 'kode', 'otp', 'efin', 'saja', 'tidak', 'contoh', 'gambaran', 'aplikasi', 'pemerintah', 'tidak', 'guna']"
Pengguna Google,1,2023-05-28 20:24:07,Aplikkasi bapuk,0,unknown,2,15,2023-05,False,Negatif,0,aplikkasi bapuk,"['aplikkasi', 'bapuk']"
Pengguna Google,3,2021-08-05 10:40:58,Semoga bisa mendaftar dan bisa mempelajarinya.,0,unknown,6,46,2021-08,False,Netral,1,semoga mendaftar mempelajarinya,"['semoga', 'mendaftar', 'mempelajarinya']"
Pengguna Google,1,2024-01-15 20:17:52,Kode verifikasi tidak muncuuuuuuul di email... udah dicek di semua folder,2,1.2.5,11,73,2024-01,False,Negatif,0,kode verifikasi tidak muncuuuuuuul email dicek semua folder,"['kode', 'verifikasi', 'tidak', 'muncuuuuuuul', 'email', 'dicek', 'semua', 'folder']"
Pengguna Google,5,2023-04-07 14:38:49,Sangat bsik,0,1.2.2,2,11,2023-04,False,Positif,2,sangat bsik,"['sangat', 'bsik']"
Pengguna Google,5,2024-01-18 13:18:13,"Sangat terbantu sekali,,terimakasih",0,1.2.5,3,35,2024-01,False,Positif,2,sangat terbantu sekali terimakasih,"['sangat', 'terbantu', 'sekali', 'terimakasih']"
Pengguna Google,3,2023-03-12 22:12:28,dicoba dulu,0,1.1.0,2,11,2023-03,False,Netral,1,dicoba dulu,"['dicoba', 'dulu']"
Pengguna Google,3,2022-05-21 10:30:13,Bisa membantu apa ngga aplk,0,unknown,5,27,2022-05,False,Netral,1,membantu apa tidak aplk,"['membantu', 'apa', 'tidak', 'aplk']"
Pengguna Google,3,2023-03-03 18:28:45,Susah login sudah ubah password tetep ga bisa masuk tolong dibantu,0,1.1.0,11,66,2023-03,False,Netral,1,susah login ubah password tetep tidak masuk tolong dibantu,"['susah', 'login', 'ubah', 'password', 'tetep', 'tidak', 'masuk', 'tolong', 'dibantu']"
Arief Abdurrahman Hakim,1,2023-03-24 13:36:46,"Kata petugas pajak di daerah saya, tdk ada aplikasi resmi DJP.",0,1.2.0,11,62,2023-03,False,Negatif,0,kata petugas pajak daerah tidak aplikasi resmi djp,"['kata', 'petugas', 'pajak', 'daerah', 'tidak', 'aplikasi', 'resmi', 'djp']"
Pengguna Google,3,2026-04-09 11:34:32,"muter² suweee, Jane ISO PO Ra gae aplikasi",0,unknown,8,42,2026-04,False,Netral,1,muter suweee jane iso po ra gae aplikasi,"['muter', 'suweee', 'jane', 'iso', 'po', 'ra', 'gae', 'aplikasi']"
Pengguna Google,1,2025-03-05 13:54:06,Beberapa kali mencoba verifikasi tapi tidak masuk kodenya baik melalui email ataupun nomor hp,0,2.0.3,14,93,2025-03,False,Negatif,0,beberapa kali mencoba verifikasi tapi tidak masuk kodenya baik melalui email ataupun nomor handphone,"['beberapa', 'kali', 'mencoba', 'verifikasi', 'tapi', 'tidak', 'masuk', 'kodenya', 'baik', 'melalui', 'email', 'ataupun', 'nomor', 'handphone']"
Pengguna Google,3,2024-02-03 02:09:39,Aplikasi hanya bisa melihat saja tidak bisa mengisi laporan pajak,0,1.3.0,10,65,2024-02,False,Netral,1,aplikasi hanya melihat saja tidak mengisi laporan pajak,"['aplikasi', 'hanya', 'melihat', 'saja', 'tidak', 'mengisi', 'laporan', 'pajak']"
Pengguna Google,5,2026-03-31 10:39:43,good,0,2.0.6,1,4,2026-03,True,Positif,2,good,['good']
