user_name,rating,date,review_text,likes,app_version,word_count,char_count,year_month,is_duplicate,sentiment,year,sentiment_encoded,review_clean,review_tokens
Pengguna Google,4,2025-08-12 23:25:38,nice,0,unknown,1,4,2025-08,True,Positif,2025,2,nice,['nice']
Pengguna Google,5,2025-04-10 18:32:22,sangat membantu dlm pelaporan pajak,0,2.0.4,5,35,2025-04,False,Positif,2025,2,bantu dlm lapor pajak,"['bantu', 'dlm', 'lapor', 'pajak']"
Pengguna Google,5,2025-04-09 14:47:18,ga bisa login,0,2.0.4,3,13,2025-04,True,Positif,2025,2,tidak login,"['tidak', 'login']"
Pengguna Google,1,2025-07-22 19:43:07,"tidak berguna buang-buang waktu,",0,2.0.4,4,32,2025-07,False,Negatif,2025,0,tidak guna buang buang,"['tidak', 'guna', 'buang', 'buang']"
Pengguna Google,1,2026-04-01 14:33:31,"Kita yg bayar pajak, kita juga yg di repotin ,terus kerjaan org pajak apaan? .... mending gampang bikin laporannya😇😇😇",0,3.0.6,19,117,2026-04,False,Negatif,2026,0,bayar pajak repotin kerja orang pajak mending gampang bikin lapor,"['bayar', 'pajak', 'repotin', 'kerja', 'orang', 'pajak', 'mending', 'gampang', 'bikin', 'lapor']"
Pengguna Google,1,2024-12-31 06:39:26,Live chat nya GK bisa d akses,0,unknown,7,29,2024-12,False,Negatif,2024,0,live chat nya tidak akses,"['live', 'chat', 'nya', 'tidak', 'akses']"
Pengguna Google,1,2024-02-04 14:10:52,"Masyarakat dituntut laporan pajak. Datang ke kantor pajak sulit, dikasih APLIKASI ONLINE amatir... ga bs diakses. GA JELAS",0,1.3.0,18,122,2024-02,False,Negatif,2024,0,masyarakat tuntut lapor pajak kantor pajak sulit kasih aplikasi online amatir tidak akses tidak,"['masyarakat', 'tuntut', 'lapor', 'pajak', 'kantor', 'pajak', 'sulit', 'kasih', 'aplikasi', 'online', 'amatir', 'tidak', 'akses', 'tidak']"
Pengguna Google,1,2026-04-29 23:41:32,aplikasi bodoh... ribet amaaaat... mo login aja susa baget ! isi form nya apalagi.. weleh weleh... konsep jadul yg ketinggalan jaman !,0,unknown,22,134,2026-04,False,Negatif,2026,0,aplikasi bodoh ribet amaaaat login susa baget isi form nya weh weh konsep jadul tinggal jaman,"['aplikasi', 'bodoh', 'ribet', 'amaaaat', 'login', 'susa', 'baget', 'isi', 'form', 'nya', 'weh', 'weh', 'konsep', 'jadul', 'tinggal', 'jaman']"
Pengguna Google,5,2025-03-04 07:12:55,Sangat membantu sekali,0,2.0.3,3,22,2025-03,True,Positif,2025,2,bantu,['bantu']
Pengguna Google,4,2024-04-15 18:20:15,"1,a y d, lagi 😁🥲😴",0,1.4.0,5,17,2024-04,False,Positif,2024,2,,[]
T. Nu.,1,2025-10-20 16:14:26,Selalu gagal login setelah entry kode 2fa dari email,0,2.0.6,9,52,2025-10,False,Negatif,2025,0,gagal login entry kode fa email,"['gagal', 'login', 'entry', 'kode', 'fa', 'email']"
Pengguna Google,5,2026-03-12 19:26:55,sangat membantu utk pelaporan pajak dan sebagainya,0,2.0.6,7,50,2026-03,False,Positif,2026,2,bantu lapor pajak,"['bantu', 'lapor', 'pajak']"
Pengguna Google,1,2024-02-19 10:00:49,"Developing aplikasinya gimana?. OTP masuk sudah diisi kok nggak bisa verifikasi, makan pulsa terus kalo di coba ulang-ulang. Di laman verifikasi juga tidak ada button kembali (back). Mohoh ini seharusnya proyek besar developingnya yang bagus juga.",385,1.3.0,36,247,2024-02,False,Negatif,2024,0,developing aplikasi otp masuk isi tidak verifikasi makan pulsa kalo coba ulang ulang laman verifikasi tidak button back mohoh proyek developingnya bagus,"['developing', 'aplikasi', 'otp', 'masuk', 'isi', 'tidak', 'verifikasi', 'makan', 'pulsa', 'kalo', 'coba', 'ulang', 'ulang', 'laman', 'verifikasi', 'tidak', 'button', 'back', 'mohoh', 'proyek', 'developingnya', 'bagus']"
Pengguna Google,1,2025-02-24 13:29:13,Kode verifikasi tidak ada di email saat mau kirim SPT. Mau lapor pajak aja sesulit ini.,0,2.0.3,16,87,2025-02,False,Negatif,2025,0,kode verifikasi tidak email kirim spt lapor pajak sulit,"['kode', 'verifikasi', 'tidak', 'email', 'kirim', 'spt', 'lapor', 'pajak', 'sulit']"
Pengguna Google,1,2025-07-09 09:24:26,"payah pelayanan chat tunggu 30 hari kerja baru bales lama banget . sekalinya terhubung tidak membantu sama sekali, lebih menyerahkan masalah itu kembali pada pelanggan. shame on you;!!",1,2.0.4,28,184,2025-07,False,Negatif,2025,0,payah layan chat tunggu kerja bales sekali hubung tidak bantu serah langgan shame on you,"['payah', 'layan', 'chat', 'tunggu', 'kerja', 'bales', 'sekali', 'hubung', 'tidak', 'bantu', 'serah', 'langgan', 'shame', 'on', 'you']"
Pengguna Google,1,2024-06-29 10:19:38,"Aplikasi sampah,gak guna",0,1.4.0,3,24,2024-06,False,Negatif,2024,0,aplikasi sampah tidak,"['aplikasi', 'sampah', 'tidak']"
Pengguna Google,1,2026-03-01 10:41:32,"apk kuntul sama kaya yg bikin pemerintahnya juga, bukanya mempermudah malah makin ribet, ujung2 nya ke kantor pajak juga, apus aj ni apa ga guna",1,3.0.6,25,144,2026-03,False,Negatif,2026,0,aplikasi kuntul kaya bikin perintah buka mudah ribet ujung nya kantor pajak apus ni tidak,"['aplikasi', 'kuntul', 'kaya', 'bikin', 'perintah', 'buka', 'mudah', 'ribet', 'ujung', 'nya', 'kantor', 'pajak', 'apus', 'ni', 'tidak']"
Pengguna Google,1,2024-10-03 11:14:30,Aplikasi g jelas kode otp g ke kirim² udh bener semua malah engga bisa gajelas co web nya juga engga jelas,0,1.4.0,21,106,2024-10,False,Negatif,2024,0,aplikasi tidak kode otp tidak kirim bener tidak gajelas co web nya tidak,"['aplikasi', 'tidak', 'kode', 'otp', 'tidak', 'kirim', 'bener', 'tidak', 'gajelas', 'co', 'web', 'nya', 'tidak']"
Pengguna Google,5,2024-03-05 16:45:07,Sangat mudah bagi saya yang lupa efin cok,0,1.4.0,8,41,2024-03,False,Positif,2024,2,mudah lupa efin cok,"['mudah', 'lupa', 'efin', 'cok']"
Pengguna Google,5,2025-02-12 11:21:21,Ok,0,1.4.0,1,2,2025-02,True,Positif,2025,2,ok,['ok']
Pengguna Google,1,2025-10-18 18:24:50,gakguna,0,2.0.6,1,7,2025-10,False,Negatif,2025,0,gakguna,['gakguna']
Pengguna Google,1,2024-03-09 07:07:22,"Gausa di dnlod, ga guna",0,unknown,5,23,2024-03,False,Negatif,2024,0,gausa dnlod tidak,"['gausa', 'dnlod', 'tidak']"
Pengguna Google,5,2024-10-20 20:20:51,Sangat baguss,0,1.4.0,2,13,2024-10,False,Positif,2024,2,baguss,['baguss']
Yogi Bdx,5,2024-05-07 10:28:38,bagus nih app nya,0,1.2.3,4,17,2024-05,False,Positif,2024,2,bagus aplikasi nya,"['bagus', 'aplikasi', 'nya']"
Deny Setiawan,1,2026-02-05 16:34:09,aplikasi busuk gak bisa di pakai,0,3.0.1,6,32,2026-02,False,Negatif,2026,0,aplikasi busuk tidak pakai,"['aplikasi', 'busuk', 'tidak', 'pakai']"
Pengguna Google,5,2024-09-03 20:10:37,Ok,0,1.4.0,1,2,2024-09,True,Positif,2024,2,ok,['ok']
Pengguna Google,1,2025-11-17 13:21:15,"kocak banget nih apk, gw masuk lewat web bisa, giliran masuk di apk malah gak bisa",0,2.0.6,16,82,2025-11,False,Negatif,2025,0,kocak aplikasi gw masuk web gilir masuk aplikasi tidak,"['kocak', 'aplikasi', 'gw', 'masuk', 'web', 'gilir', 'masuk', 'aplikasi', 'tidak']"
Pengguna Google,1,2025-04-11 07:57:48,"ribet,aplikasi gagal Mulu,,segitu mau bayar,mau bayar aja di bikin ribet",1,2.0.4,10,72,2025-04,False,Negatif,2025,0,ribet aplikasi gagal mulu segitu bayar bayar bikin ribet,"['ribet', 'aplikasi', 'gagal', 'mulu', 'segitu', 'bayar', 'bayar', 'bikin', 'ribet']"
Pengguna Google,1,2025-09-25 00:39:51,korupsi terus yang buat maintenance di korup bodoh,0,2.0.6,8,50,2025-09,False,Negatif,2025,0,korupsi maintenance korup bodoh,"['korupsi', 'maintenance', 'korup', 'bodoh']"
Pengguna Google,1,2025-01-03 23:15:14,Payah,0,2.0.2,1,5,2025-01,True,Negatif,2025,0,payah,['payah']
Pengguna Google,5,2025-03-26 09:09:43,mantap,0,2.0.3,1,6,2025-03,True,Positif,2025,2,mantap,['mantap']
Gunawan 836,5,2024-05-30 19:34:46,top,0,unknown,1,3,2024-05,True,Positif,2024,2,top,['top']
Pengguna Google,5,2025-04-24 15:31:01,matap,0,unknown,1,5,2025-04,False,Positif,2025,2,matap,['matap']
Pengguna Google,1,2025-08-25 13:53:12,apps ga jelas. buat masukin data aja di persulit ntah efin lah apa lh itu namanya.,0,unknown,16,82,2025-08,False,Negatif,2025,0,apps tidak masukin data sulit ntah efin lh nama,"['apps', 'tidak', 'masukin', 'data', 'sulit', 'ntah', 'efin', 'lh', 'nama']"
Pengguna Google,5,2026-02-26 10:00:44,manfaat,0,2.0.6,1,7,2026-02,False,Positif,2026,2,manfaat,['manfaat']
Pengguna Google,5,2024-12-03 17:40:05,Goood,0,1.4.0,1,5,2024-12,True,Positif,2024,2,goood,['goood']
Pengguna Google,1,2024-04-30 08:39:02,Aplikasi gak guna ferifikasi data muter2 gak jelas minta efin pun susah gimana mau taat pajak kalau semua dibuat susah.,2,1.4.0,20,119,2024-04,False,Negatif,2024,0,aplikasi tidak ferifikasi data muter tidak efin susah taat pajak susah,"['aplikasi', 'tidak', 'ferifikasi', 'data', 'muter', 'tidak', 'efin', 'susah', 'taat', 'pajak', 'susah']"
Pengguna Google,5,2024-04-22 01:53:49,Sangat bagus,0,1.4.0,2,12,2024-04,True,Positif,2024,2,bagus,['bagus']
Pengguna Google,5,2025-01-20 09:44:54,Sangat membantu,0,1.4.0,2,15,2025-01,True,Positif,2025,2,bantu,['bantu']
Pengguna Google,5,2024-03-07 09:47:48,sangat terbantukan,0,1.4.0,2,18,2024-03,False,Positif,2024,2,bantu,['bantu']
Pengguna Google,1,2025-03-20 21:19:10,"mau daftar NPWP kok gbs sih,malah lgsg di suruh masukin NPWP sedangkan masih mau daftar",0,2.0.3,15,87,2025-03,False,Negatif,2025,0,daftar npwp tidak lgsg suruh masukin npwp daftar,"['daftar', 'npwp', 'tidak', 'lgsg', 'suruh', 'masukin', 'npwp', 'daftar']"
Pengguna Google,5,2025-06-20 19:36:43,lupa FFIN pas verifikasi lewat email kok bukan email saya yng terdaftar,0,unknown,12,71,2025-06,False,Positif,2025,2,lupa ffin pas verifikasi email bukan email daftar,"['lupa', 'ffin', 'pas', 'verifikasi', 'email', 'bukan', 'email', 'daftar']"
Pengguna Google,1,2024-06-14 09:59:04,"Petugas pajak kota serang kenapa jutek"" ya. Loket 13 yg buka cm 3. Parah perusahaan negara begini",0,1.4.0,17,97,2024-06,False,Negatif,2024,0,tugas pajak kota serang jutek loket buka cm parah usaha negara,"['tugas', 'pajak', 'kota', 'serang', 'jutek', 'loket', 'buka', 'cm', 'parah', 'usaha', 'negara']"
Pengguna Google,5,2024-08-19 09:38:13,Jos,0,1.4.0,1,3,2024-08,False,Positif,2024,2,jos,['jos']
Pengguna Google,5,2025-03-25 22:01:32,Sangat baik aplikasinya,0,unknown,3,23,2025-03,False,Positif,2025,2,aplikasi,['aplikasi']
Pengguna Google,5,2025-03-06 08:51:13,"semoga kedepan makin solid, dan mempermudah pengurusan.",0,unknown,7,55,2025-03,False,Positif,2025,2,moga depan solid mudah urus,"['moga', 'depan', 'solid', 'mudah', 'urus']"
Andrew Jason,1,2024-03-28 09:31:33,Terkadang memang harus restrukturisasi tim IT ya di pemerintahan. rata2 aplikasinya banyak error.,1,1.4.0,13,97,2024-03,False,Negatif,2024,0,terkadang restrukturisasi tim it perintah aplikasi error,"['terkadang', 'restrukturisasi', 'tim', 'it', 'perintah', 'aplikasi', 'error']"
Pengguna Google,1,2024-02-22 17:42:24,Gak guna,0,1.3.0,2,8,2024-02,True,Negatif,2024,0,tidak,['tidak']
Pengguna Google,5,2024-03-28 11:03:21,Ok,0,1.4.0,1,2,2024-03,True,Positif,2024,2,ok,['ok']
Pengguna Google,5,2025-03-17 20:00:04,oke,0,2.0.3,1,3,2025-03,True,Positif,2025,2,oke,['oke']
Pengguna Google,5,2025-06-01 21:03:49,pengurus efin semakin baik dan semakin cepat. kualitas aplikasi meningkat dari versi sebelumnya. semoga saja semakin baik kedepannya. tampilan juga semakin responsif dan bagus.,0,unknown,24,176,2025-06,False,Positif,2025,2,urus efin cepat kualitas aplikasi tingkat versi moga depan tampil responsif bagus,"['urus', 'efin', 'cepat', 'kualitas', 'aplikasi', 'tingkat', 'versi', 'moga', 'depan', 'tampil', 'responsif', 'bagus']"
Pengguna Google,4,2024-10-18 16:44:57,kita coba dulu,0,1.4.0,3,14,2024-10,False,Positif,2024,2,coba,['coba']
Pengguna Google,5,2024-07-18 15:32:05,Ada yang punya solusi gk pas mau minta efin masukin kode OTP kok error terus ya? Masa tetap harus ke kantor ngurusin nya?,0,1.4.0,23,121,2024-07,False,Positif,2024,2,solusi tidak pas efin masukin kode otp error kantor ngurusin nya,"['solusi', 'tidak', 'pas', 'efin', 'masukin', 'kode', 'otp', 'error', 'kantor', 'ngurusin', 'nya']"
Pengguna Google,5,2024-03-09 13:38:56,Baik,0,1.3.0,1,4,2024-03,True,Positif,2024,2,,[]
Pengguna Google,1,2025-04-11 09:56:29,"harusnya bisa lah nomor efin dikirim lewat email, ga harus dateng ke kantor , ngapain sih kaya gini doang harus dibikin ruwet , dikira orang hidupnya cuma ngurus hal beginian aja ,orang juga punya kesibukan,",0,unknown,35,207,2025-04,False,Negatif,2025,0,nomor efin kirim email tidak dateng kantor ngapain kaya bikin ruwet orang hidup ngurus orang sibuk,"['nomor', 'efin', 'kirim', 'email', 'tidak', 'dateng', 'kantor', 'ngapain', 'kaya', 'bikin', 'ruwet', 'orang', 'hidup', 'ngurus', 'orang', 'sibuk']"
Pengguna Google,5,2024-01-28 03:16:41,Ok,0,unknown,1,2,2024-01,True,Positif,2024,2,ok,['ok']
Pengguna Google,4,2025-02-25 12:23:57,kok otp verifikasi nya lama sekali,0,2.0.3,6,34,2025-02,False,Positif,2025,2,otp verifikasi nya,"['otp', 'verifikasi', 'nya']"
Pengguna Google,1,2025-05-02 06:51:22,dirjen pajak wajib diperiksa ni,0,2.0.4,5,31,2025-05,False,Negatif,2025,0,dirjen pajak wajib periksa ni,"['dirjen', 'pajak', 'wajib', 'periksa', 'ni']"
Pengguna Google,5,2024-03-11 22:29:17,Sippp,0,unknown,1,5,2024-03,True,Positif,2024,2,sippp,['sippp']
Pengguna Google,1,2026-02-11 13:32:54,kirim nomer aja gak bisa,0,3.0.5,5,24,2026-02,False,Negatif,2026,0,kirim nomer tidak,"['kirim', 'nomer', 'tidak']"
Pengguna Google,2,2025-12-25 10:02:55,"NIK dan PASSWORD sudah benar,, tapi selalu salah dalam keterangan loginnya [kesalahan sandi atau nik]. padahal sudah aktivasi susah payah dan ikuti semua prosedurnya tetap gabisa login gmn sih...",214,2.0.6,29,195,2025-12,False,Negatif,2025,0,nik password salah terang loginnya salah sandi nik aktivasi susah payah ikut prosedur tidak login,"['nik', 'password', 'salah', 'terang', 'loginnya', 'salah', 'sandi', 'nik', 'aktivasi', 'susah', 'payah', 'ikut', 'prosedur', 'tidak', 'login']"
DEDE DERRYANTO,5,2025-06-10 23:20:15,Alhamdulillah,0,2.0.4,1,13,2025-06,True,Positif,2025,2,alhamdulillah,['alhamdulillah']
Pengguna Google,4,2026-03-11 08:07:31,kenapa mau daftar pajak gini amat dulu pakai djp online mudah yang penting punya efin sekarang kesini GK bisa ubah data email dan no hp sedangkan lupa sandi GK bisa KLO bukan email yg terdaftar .. gmn kita mau lapor pajak... cm org pajak yang bisa kita harus kesana buat ubah email dan no hp.. butuh waktu kan. tolonglah kasih kemudahan buat yg mau lapor pajak. banyak yang org tua pada GK bisa lapor.. mereka minta tolong jg GK bisa.. terkendala data tidak sama email no hp...,0,3.0.6,87,477,2026-03,False,Positif,2026,2,daftar pajak pakai djp online mudah efin kesini tidak ubah data email nomor handphone lupa sandi tidak klo bukan email daftar lapor pajak cm orang pajak kesana ubah email nomor handphone butuh tolong kasih mudah lapor pajak orang tua tidak lapor tolong tidak kendala data tidak email nomor handphone,"['daftar', 'pajak', 'pakai', 'djp', 'online', 'mudah', 'efin', 'kesini', 'tidak', 'ubah', 'data', 'email', 'nomor', 'handphone', 'lupa', 'sandi', 'tidak', 'klo', 'bukan', 'email', 'daftar', 'lapor', 'pajak', 'cm', 'orang', 'pajak', 'kesana', 'ubah', 'email', 'nomor', 'handphone', 'butuh', 'tolong', 'kasih', 'mudah', 'lapor', 'pajak', 'orang', 'tua', 'tidak', 'lapor', 'tolong', 'tidak', 'kendala', 'data', 'tidak', 'email', 'nomor', 'handphone']"
Pengguna Google,1,2025-12-28 17:21:06,mana kode verifikasi gak ada,0,2.0.6,5,28,2025-12,False,Negatif,2025,0,kode verifikasi tidak,"['kode', 'verifikasi', 'tidak']"
Pengguna Google,4,2026-02-23 09:12:03,luar biasa,0,unknown,2,10,2026-02,False,Positif,2026,2,,[]
Pengguna Google,5,2026-02-10 09:35:12,keren,0,3.0.4,1,5,2026-02,True,Positif,2026,2,keren,['keren']
Pengguna Google,1,2024-10-02 12:41:28,Aplikasi punya pemerintah? Jangan harap masyarakat mudah menggunakanya,0,1.4.0,8,70,2024-10,False,Negatif,2024,0,aplikasi perintah jangan harap masyarakat mudah menggunakanya,"['aplikasi', 'perintah', 'jangan', 'harap', 'masyarakat', 'mudah', 'menggunakanya']"
Pengguna Google,1,2024-02-03 22:06:43,"Susah ,ruwet,ribet,angel...bikin pusing tambah pusing 😇😇😇",0,1.3.0,6,57,2024-02,False,Negatif,2024,0,susah ruwet ribet angel bikin pusing pusing,"['susah', 'ruwet', 'ribet', 'angel', 'bikin', 'pusing', 'pusing']"
Unkle “unKl386” Kuma,5,2025-03-25 14:16:08,mempermudah wp lupa efin,0,unknown,4,24,2025-03,False,Positif,2025,2,mudah wp lupa efin,"['mudah', 'wp', 'lupa', 'efin']"
Pengguna Google,5,2025-06-28 07:29:36,ok,0,unknown,1,2,2025-06,True,Positif,2025,2,ok,['ok']
Pengguna Google,1,2024-07-11 04:15:10,Parah parah gak becul betol yg buat aplikasi,0,1.4.0,8,44,2024-07,False,Negatif,2024,0,parah parah tidak becul betol aplikasi,"['parah', 'parah', 'tidak', 'becul', 'betol', 'aplikasi']"
Pengguna Google,1,2025-02-08 13:46:03,"verifikasi gamasuk masuk aneh pake pulsa katanya harus ada pulsa ,tp pulsa banyak tetep lama ,pake email apa lahi berkali kali coba ga masuk masuk anehh",0,unknown,26,152,2025-02,False,Negatif,2025,0,verifikasi gamasuk masuk aneh pakai pulsa pulsa pulsa tetep pakai email lah kali kali coba tidak masuk masuk anehh,"['verifikasi', 'gamasuk', 'masuk', 'aneh', 'pakai', 'pulsa', 'pulsa', 'pulsa', 'tetep', 'pakai', 'email', 'lah', 'kali', 'kali', 'coba', 'tidak', 'masuk', 'masuk', 'anehh']"
Pengguna Google,5,2024-12-14 22:48:16,Ijin dibantu cara kerja aplikasinya🙏🙏,0,2.0.0,5,37,2024-12,False,Positif,2024,2,ijin bantu kerja aplikasi,"['ijin', 'bantu', 'kerja', 'aplikasi']"
Pengguna Google,1,2024-08-11 12:41:43,"Aplikasi ga jelas, lebih banyak error daripada benernya",0,1.4.0,8,55,2024-08,False,Negatif,2024,0,aplikasi tidak error benernya,"['aplikasi', 'tidak', 'error', 'benernya']"
Pengguna Google,5,2026-04-06 14:06:42,bagus,0,3.0.6,1,5,2026-04,True,Positif,2026,2,bagus,['bagus']
Pengguna Google,5,2025-07-05 12:14:56,on-line,0,2.0.4,1,7,2025-07,False,Positif,2025,2,on line,"['on', 'line']"
Pengguna Google,1,2024-03-14 07:59:08,Aplikasi ny erorr,0,unknown,3,17,2024-03,False,Negatif,2024,0,aplikasi ny erorr,"['aplikasi', 'ny', 'erorr']"
Emma Mochtar,1,2024-03-28 09:16:23,Aplikasi lemot... tinggal masukin OTP tapi kembali ke menu awal. Ulangin lagi gak bisa bisa,0,1.4.0,15,91,2024-03,False,Negatif,2024,0,aplikasi lot tinggal masukin otp menu ulangin tidak,"['aplikasi', 'lot', 'tinggal', 'masukin', 'otp', 'menu', 'ulangin', 'tidak']"
Pengguna Google,1,2024-03-23 01:55:07,"Sangat tidak membantu, aplikasi selalu mengalami crash..... Tidak ada perbaikan ataupun pengembangan dari pihak terkait",22,1.4.0,15,119,2024-03,False,Negatif,2024,0,tidak bantu aplikasi alami crash tidak baik kembang kait,"['tidak', 'bantu', 'aplikasi', 'alami', 'crash', 'tidak', 'baik', 'kembang', 'kait']"
Pengguna Google,5,2025-06-18 21:54:18,Excelence,0,2.0.4,1,9,2025-06,False,Positif,2025,2,excelence,['excelence']
Pengguna Google,5,2026-02-05 14:40:02,bagusss,0,2.0.6,1,7,2026-02,False,Positif,2026,2,bagusss,['bagusss']
Pengguna Google,5,2025-12-16 09:01:05,keren,0,2.0.6,1,5,2025-12,True,Positif,2025,2,keren,['keren']
Pengguna Google,1,2025-03-20 09:35:27,"database nya update saya sudah perubahan email sama ni hp di coretax,TPI disini belum update gak bisa login",0,2.0.3,18,107,2025-03,False,Negatif,2025,0,database nya update ubah email ni handphone coretax belum update tidak login,"['database', 'nya', 'update', 'ubah', 'email', 'ni', 'handphone', 'coretax', 'belum', 'update', 'tidak', 'login']"
Pengguna Google,5,2024-01-30 14:39:00,Manfaatkan seperlunya!,0,unknown,2,22,2024-01,False,Positif,2024,2,manfaat,['manfaat']
Pengguna Google,1,2025-12-18 13:55:18,aplikasi ga guna,0,unknown,3,16,2025-12,True,Negatif,2025,0,aplikasi tidak,"['aplikasi', 'tidak']"
Pengguna Google,5,2024-06-27 06:53:33,good aplikasi,0,1.4.0,2,13,2024-06,False,Positif,2024,2,good aplikasi,"['good', 'aplikasi']"
Pengguna Google,5,2025-12-27 10:35:45,top,0,2.0.6,1,3,2025-12,True,Positif,2025,2,top,['top']
Pengguna Google,5,2025-03-10 12:22:55,Cara pelaporan pajak pratama,0,unknown,4,28,2025-03,False,Positif,2025,2,lapor pajak pratama,"['lapor', 'pajak', 'pratama']"
Pengguna Google,5,2024-07-15 07:23:22,Wao emezing,0,unknown,2,11,2024-07,False,Positif,2024,2,wao emezing,"['wao', 'emezing']"
Pengguna Google,5,2026-04-05 04:36:01,sangat membantu aplikasi ini,0,3.0.6,4,28,2026-04,False,Positif,2026,2,bantu aplikasi,"['bantu', 'aplikasi']"
Pengguna Google,1,2026-02-06 09:22:55,ribet,0,3.0.1,1,5,2026-02,True,Negatif,2026,0,ribet,['ribet']
Pengguna Google,1,2025-10-01 20:02:46,bagai mana ini aplikasi. menu daftarnya aja nggak ada.,0,2.0.6,9,54,2025-10,False,Negatif,2025,0,aplikasi menu daftar tidak,"['aplikasi', 'menu', 'daftar', 'tidak']"
xcode,1,2024-06-30 13:58:27,"Speechless... Klo ada 1/4 bintang, ini layak dapat 1/4 bintang.",0,1.4.0,10,63,2024-06,False,Negatif,2024,0,speechless klo bintang layak bintang,"['speechless', 'klo', 'bintang', 'layak', 'bintang']"
Pengguna Google,5,2025-03-10 11:00:36,Ok,0,1.4.0,1,2,2025-03,True,Positif,2025,2,ok,['ok']
Pengguna Google,1,2025-01-22 12:06:00,Aplikasi tidak beres orang masuk kirim kirim kode verifikasi ke email orang masuk di bilang kode salah ? Di ulangi begitu lagi kalau salah napai mengirim kode salah ke email ?,6,2.0.3,31,175,2025-01,False,Negatif,2025,0,aplikasi tidak beres orang masuk kirim kirim kode verifikasi email orang masuk bilang kode salah ulang salah napai kirim kode salah email,"['aplikasi', 'tidak', 'beres', 'orang', 'masuk', 'kirim', 'kirim', 'kode', 'verifikasi', 'email', 'orang', 'masuk', 'bilang', 'kode', 'salah', 'ulang', 'salah', 'napai', 'kirim', 'kode', 'salah', 'email']"
Pengguna Google,5,2024-05-30 13:43:53,Ok thanks,0,1.4.0,2,9,2024-05,False,Positif,2024,2,ok thanks,"['ok', 'thanks']"
Pengguna Google,1,2025-03-13 04:19:52,Pada aplikasi ini tidak ada opsi untuk mengakses live chat & lupa EFIN yang saya pun tidak mengerti kenapa,0,2.0.3,19,106,2025-03,False,Negatif,2025,0,aplikasi tidak opsi akses live chat lupa efin tidak erti,"['aplikasi', 'tidak', 'opsi', 'akses', 'live', 'chat', 'lupa', 'efin', 'tidak', 'erti']"
Pengguna Google,5,2024-01-09 11:21:26,"Gagal mengirim data, padahal data sudah benar, tolong di perbaiki lagi",0,unknown,11,70,2024-01,False,Positif,2024,2,gagal kirim data data tolong baik,"['gagal', 'kirim', 'data', 'data', 'tolong', 'baik']"
Pengguna Google,2,2026-02-05 19:30:08,Sebelum update bisa lupa efin sekarang kok aktivasi coretax gunanya webnya apa sekarang orang mau laporan saja di persulit,0,unknown,19,122,2026-02,False,Negatif,2026,0,update lupa efin aktivasi coretax guna webnya orang lapor sulit,"['update', 'lupa', 'efin', 'aktivasi', 'coretax', 'guna', 'webnya', 'orang', 'lapor', 'sulit']"
Pengguna Google,5,2025-01-11 23:56:18,xml dan jdon fi perbaiki,0,2.0.1,5,24,2025-01,False,Positif,2025,2,xml jdon fi baik,"['xml', 'jdon', 'fi', 'baik']"
Pengguna Google,1,2024-02-22 16:37:32,"Orang2 it pemerintah cuma orang2 tolol yang dibayar ratusan juta, ga ada sejarah pemerintah buat aplikasi dapet bintang 4 , ya karena aplikasi pemerintah busuk semua",0,1.3.0,26,165,2024-02,False,Negatif,2024,0,orang it perintah orang tolol bayar ratus juta tidak sejarah perintah aplikasi dapet bintang aplikasi perintah busuk,"['orang', 'it', 'perintah', 'orang', 'tolol', 'bayar', 'ratus', 'juta', 'tidak', 'sejarah', 'perintah', 'aplikasi', 'dapet', 'bintang', 'aplikasi', 'perintah', 'busuk']"
Pengguna Google,5,2024-03-29 15:04:33,Ok,0,1.4.0,1,2,2024-03,True,Positif,2024,2,ok,['ok']
Pengguna Google,5,2024-02-23 16:22:11,Terimakasih.... 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,0,1.3.0,2,27,2024-02,False,Positif,2024,2,terimakasih,['terimakasih']
risyaf mulyana,1,2025-02-26 17:14:21,OTP OTP AMPAS,1,2.0.3,3,13,2025-02,False,Negatif,2025,0,otp otp ampas,"['otp', 'otp', 'ampas']"
Pengguna Google,1,2026-04-04 20:45:42,"aplikasi bikin pusing, data sudah dimasukkan dengan benar, verifikasi muka, email masih saja kesalahan. membagongkan",0,3.0.6,15,116,2026-04,False,Negatif,2026,0,aplikasi bikin pusing data masuk verifikasi muka email salah bagong,"['aplikasi', 'bikin', 'pusing', 'data', 'masuk', 'verifikasi', 'muka', 'email', 'salah', 'bagong']"
Pengguna Google,5,2024-01-11 08:43:53,Memudahkan dalam pelaporan SPT tahunan,0,1.2.5,5,38,2024-01,False,Positif,2024,2,mudah lapor spt tahun,"['mudah', 'lapor', 'spt', 'tahun']"
Pengguna Google,5,2025-08-15 18:06:24,sangat membantu..,0,2.0.4,2,17,2025-08,True,Positif,2025,2,bantu,['bantu']
Pengguna Google,4,2025-02-28 14:10:18,Bagus membantu,0,2.0.3,2,14,2025-02,False,Positif,2025,2,bagus bantu,"['bagus', 'bantu']"
